uri_inchikey,iupacName,prefLabel,prefLabel_en,altLabel,notation,definition,exactMatch,casNumber,ecNumber,pubchem,inScheme,source,validatie_status
TYIYMOAHACZAMQ-CQSZACIVSA-N,butyl (2R)-2-[4-(4-cyano-2-fluorophenoxy)phenoxy]propanoate,cyhalofop-butyl,,,cyhlfC4y,,,122008-85-9,,compound:CID180089,conceptscheme:chemische_stof,,status:todo
TYMLOMAKGOJONV-UHFFFAOYSA-N,"['4-Nitroaniline', 'N,N-dihydroxybenzene-1,4-diamine']",4-nitroaniline,,,4NO2An,,,38013-32-0|100-01-6,,compound:CID7475,conceptscheme:chemische_stof,,status:todo
TYWBGOXMRBNEPS-UHFFFAOYSA-L,3-acetamidophthalate;lead(2+),,Lead 3-(acetamido)phthalate,,,,,93839-98-6,298-872-2,compound:CID44149245,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
TYYBFXNZMFNZJT-UHFFFAOYSA-N,"3-[[2-[[3-(acetyl-methylamino)-2,4,6-triiodo-5-(methylcarbamoyl)benzoyl]amino]acetyl]amino]-5-(2-hydroxyethylcarbamoyl)-2,4,6-triiodobenzoic acid",joxaglinezuur,,,joxgnzr,,,59017-64-0,,compound:CID3742,conceptscheme:chemische_stof,,status:todo
TZBJGXHYKVUXJN-UHFFFAOYSA-N,"5,7-dihydroxy-3-(4-hydroxyphenyl)chromen-4-one",genistein,,,gensn,,,446-72-0,,compound:CID5280961,conceptscheme:chemische_stof,,status:todo
TZBPRYIIJAJUOY-UHFFFAOYSA-N,"4-diethoxyphosphinothioyloxy-N,N-diethyl-6-methylpyrimidin-2-amine",ethylpirimifos,,,C2yprmfs,,,23505-41-1,,compound:CID31957,conceptscheme:chemische_stof,,status:todo
TZCMHASVZNWCGN-UHFFFAOYSA-N,arsanylidyneholmium|arsenic;holmium,,Arsenic;holmium|Holmium arsenide (HoAs),,,,,12005-92-4,234-476-8,compound:CID101917279|compound:CID82781,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
TZIHFWKZFHZASV-UHFFFAOYSA-N,METHYL FORMATE,methylformiaat ,,methylformaat|methylformiaat,C1yfmt,,,107-31-3,,compound:CID7865,conceptscheme:chemische_stof,,status:todo
TZIYPPGHIRPIHL-UHFFFAOYSA-N,"3,3,4,4,4-pentafluoro-2-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)-2-(trifluoromethyl)butanoic acid",,"3,3,4,4,4-Pentafluoro-2-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)-2-(trifluoromethyl)butanoic acid",,,,,1882109-59-2,,compound:CID138396447,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
TZIZWYVVGLXXFV-FLRHRWPCSA-N,"[2-[(1S,2S,4R,8S,9S,11S,12R,13S)-12-fluoro-11-hydroxy-6,6,9,13-tetramethyl-16-oxo-5,7-dioxapentacyclo[10.8.0.02,9.04,8.013,18]icosa-14,17-dien-8-yl]-2-oxoethyl] 3,3-dimethylbutanoate",triamcinolonehexacetonide,,,TacnlnHxactn,,,5611-51-8,,compound:CID21826,conceptscheme:chemische_stof,,status:todo
TZMHVHLTPWKZCI-UHFFFAOYSA-N,"1,2,3,5-tetrachloro-4-(2,3,4-trichlorophenyl)benzene","2,2',3,3',4,4',6-heptachloorbifenyl",,,PCB171,,,52663-71-5,,compound:CID40478,conceptscheme:chemische_stof,,status:todo
TZMZETMOJSVOIQ-UHFFFAOYSA-N,[3-[[2-(carboxymethoxy)benzoyl]amino]-2-hydroxypropyl]mercury(1+);hydroxide,,[3-[[2-(Carboxymethoxy)benzoyl]amino]-2-hydroxypropyl]mercury(1+);hydroxide,,,,,525-30-4,208-371-2,compound:CID10004895|compound:CID101667992,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
TZNRRNKRZXHADL-UHFFFAOYSA-N,"1,1,1,2,2,3,3-heptafluoro-5-iodopentane",,"Alkyl iodides, C4-20, gamma-omega-perfluoro",,,,,68188-12-5,269-141-5,compound:CID109697,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
TZOCNIUPCRBERM-UHFFFAOYSA-N,"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11-tricosafluoro-11-iodoundecane",,Tricosafluoroundecyl iodide,,,,,307-50-6,,compound:CID14993423,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
TZOVOULUMXXLOJ-UHFFFAOYSA-N,1-methyl-4-(4-methylphenyl)disulfanylbenzene,dimethyldifenyleendisulfide,,,DC1yDFyeDS,,,103-19-5,,compound:CID66027,conceptscheme:chemische_stof,,status:todo
TZRXHJWUDPFEEY-UHFFFAOYSA-N,"[3-nitrooxy-2,2-bis(nitrooxymethyl)propyl] nitrate",pentaerythritoltetranitraat (petn),,pentaerythritoltetranitraat (PETN),PeerttT4NO3,,,78-11-5|103842-90-6|108736-71-6|53025-84-6,,compound:CID6518,conceptscheme:chemische_stof,,status:todo
UAEPNZWRGJTJPN-UHFFFAOYSA-N,Methylcyclohexane,methylcyclohexaan,,,C1yccC6a,,,108-87-2,,compound:CID7962,conceptscheme:chemische_stof,,status:todo
UAIXRPCCYXNJMQ-CHLZSUIASA-N,"(1S,2S,6R,14R,16R)-5-(cyclopropylmethyl)-16-[(2S)-2-hydroxy-3,3-dimethylbutan-2-yl]-15-methoxy-13-oxa-5-azahexacyclo[13.2.2.12,8.01,6.02,14.012,20]icosa-8(20),9,11-trien-11-ol;hydrochloride",buprenorfine,,,bupofne,,,52485-79-7|55327-62-3|64425-21-4|53152-21-9|53187-13-6,,compound:CID11969480,conceptscheme:chemische_stof,,status:todo
UAJDQEASDRWFTP-UHFFFAOYSA-L,bis(propylsulfanyl)mercury|mercury(2+);propane-1-thiolate,,"Mercury bis(1-propanethiolate)|Mercury, bis(propylthiolato)-|Mercury(2+);propane-1-thiolate",,,,,4080-28-8,,compound:CID123206|compound:CID16686035|compound:CID3035371,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
UAKCHCFOPKOOLI-UHFFFAOYSA-N,(3-amino-4-hydroxyphenyl)arsonic acid,,3-Amino-4-hydroxyphenylarsonic acid,,,,,2163-77-1,218-494-3,compound:CID16555,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
UAOMVDZJSHZZME-UHFFFAOYSA-N,N-propan-2-ylpropan-2-amine,diisopropylamine,,,DiC3yAe,,,108-18-9,,compound:CID7912,conceptscheme:chemische_stof,,status:todo
UASCZUQJGYIXGB-UHFFFAOYSA-N,,,,,,,,12044-22-3,234-950-4,compound:CID170843509|compound:CID82878,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
UATJOMSPNYCXIX-UHFFFAOYSA-N,"1,3,5-Trinitrobenzene","1,3,5-trinitrobenzeen",,,135TNO2Ben,,,99-35-4,,compound:CID7434,conceptscheme:chemische_stof,,status:todo
UAUDZVJPLUQNMU-KTKRTIGZSA-N,(Z)-Docos-13-enamide,cis-13-Docosenamide,,cis-13-docosenamide,c13C22eAd,,,93050-58-9|112-84-5|116749-29-2|80399-99-1,,compound:CID5365371,conceptscheme:chemische_stof,,status:todo
UAWBWGUIUMQJIT-UHFFFAOYSA-N,"azane;1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctane-1-sulfonic acid|azanium;1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctane-1-sulfonate",,Ammonium heptadecafluorooctanesulphonate|Ammonium perfluorooctanesulfonate,,,,,29081-56-9,249-415-0,compound:CID120124|compound:CID15607692,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
UAYZCFIZMZPZOZ-UHFFFAOYSA-N,"bis(2,3,4,5,6-pentafluorophenyl)mercury",,Bis(pentafluorophenyl)mercury,,,,,973-17-1,,compound:CID100941318|compound:CID426015,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
UBCKGWBNUIFUST-BJMVGYQFSA-N,"[(E)-2-chloro-1-(2,4,5-trichlorophenyl)ethenyl] dimethyl phosphate",tetrachloorvinfos (mixed isomeren),,cis-tetrachloorvinfos (Z-isomeer)|cis-tetrachloorvinfos (z-isomeer)|tetrachloorvinfos,T4Clvfs|cT4Clvfs,,,22248-79-9|961-11-5,,compound:CID5842000,conceptscheme:chemische_stof,,status:todo
UBGOFPKOVIKDPL-UHFFFAOYSA-M,sodium;hydroxy-[4-[(2-hydroxyacetyl)amino]phenyl]arsinate,,Sodium 4-(glycolloylamino)phenylarsonate,,,,,7681-83-6,231-680-9,compound:CID23670848,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
UBOXGVDOUJQMTN-UHFFFAOYSA-N,"1,1,2-TRICHLOROETHANE","1,1,2-trichloorethaan",,,112TClC2a,,wise:CAS_79-00-5,79-00-5,,compound:CID6574,conceptscheme:chemische_stof,,status:todo
UBRSKPGONDTDNE-UHFFFAOYSA-N,3-(2-chloroethylamino)propan-1-ol;hydrochloride,,(2-Chloroethyl)(3-hydroxypropyl)ammonium chloride,,,,,40722-80-3,429-740-6,compound:CID21259525,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
UBUCNCOMADRQHX-UHFFFAOYSA-N,"N,N-di(phenyl)nitrous amide",difenylnitrosamine,,,DFyNOAe,,,86-30-6,,compound:CID6838,conceptscheme:chemische_stof,,status:todo
UCEIZKVAZFNYMB-UHFFFAOYSA-N,"(2,3,4,5,6-pentachlorophenyl) 3-hydroxy-2-[(4-methoxyphenyl)methoxycarbonylamino]propanoate",,Pentachlorophenyl N-[[(4-methoxyphenyl)methoxy]carbonyl]-L-serinate,,,,,23234-97-1,245-508-5,compound:CID90890,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
UCHSAVGOZUCXHC-UHFFFAOYSA-N,"3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,12-henicosafluorododec-1-ene",,"3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,12-Henicosafluorododecene",,,,,30389-25-4,250-173-3,compound:CID121692,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
UCKMPCXJQFINFW-UHFFFAOYSA-N,Sulfide,sulfide,,sulfide (opgeloste en in zuur milieu oplosbare),S-,,,18496-25-8,,compound:CID29109,conceptscheme:chemische_stof,,status:todo
UCLKLGIYGBLTSM-UHFFFAOYSA-N,"1,2,3,4-tetrachloro-5-(2,5-dichlorophenyl)benzene","2,2',3,4,5,5'-hexachloorbifenyl",,,PCB141,,,52112-04-6|52712-04-6,,compound:CID40234,conceptscheme:chemische_stof,,status:todo
UCNVFOCBFJOQAL-UHFFFAOYSA-N,"1-chloro-4-[2,2-dichloro-1-(4-chlorophenyl)ethenyl]benzene",pp'dichloordifenyldichlooretheen,,"4,4'-dichloordifenyldichlooretheen|p,p’-dde",44DDE,,wise:CAS_72-55-9,72-55-9|68679-99-2|12002-54-9,,compound:CID3035,conceptscheme:chemische_stof,,status:todo
UCRQJBCLZKHOGX-UHFFFAOYSA-N,"2,4-Dimethylhexan-3-ol","2,4-dimethyl-3-hexanol",,,24DC1y3C6ol,,,13432-25-2,,compound:CID98257,conceptscheme:chemische_stof,,status:todo
UCSJYZPVAKXKNQ-HZYVHMACSA-N,"2-[(1S,2R,3R,4S,5R,6R)-5-(diaminomethylideneamino)-2-[(2R,3R,4R,5S)-3-[(2S,3S,4S,5R,6S)-4,5-dihydroxy-6-(hydroxymethyl)-3-methylaminooxan-2-yl]oxy-4-formyl-4-hydroxy-5-methyloxolan-2-yl]oxy-3,4,6-trihydroxycyclohexyl]guanidine",streptomycine,,,streptmcne,,,57-92-1,,compound:CID19649,conceptscheme:chemische_stof,,status:todo
UCVPKAZCQPRWAY-UHFFFAOYSA-N,"bis(phenylmethyl) benzene-1,2-dicarboxylate",dibenzylftalaat,,,DbzFt,,,523-31-9,,compound:CID220773,conceptscheme:chemische_stof,,status:todo
UCZDDMGNCJJAHK-UHFFFAOYSA-N,"2,2-dibromo-2-chloroacetic acid",dibroomchloorazijnzuur,,,DBrClHAc,,,5278-95-5,,compound:CID115266,conceptscheme:chemische_stof,,status:todo
UDCDOJQOXWCCSD-UHFFFAOYSA-N,1-(dimethylsulfamoylamino)-4-methylbenzene,4-dimethylaminosulfotoluidide,,,DMST,,,66840-71-9,,compound:CID738302,conceptscheme:chemische_stof,,status:todo
UDFRHYDOIIBODA-UHFFFAOYSA-N,"2,2,3,3,5,5,6,6,6-nonafluoro-4,4-bis(trifluoromethyl)hexanoic acid",,"2,2,3,3,5,5,6,6,6-Nonafluoro-4,4-bis(trifluoromethyl)hexanoic acid",,,,,1192593-79-5,,compound:CID132993927,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
UDHDFEGCOJAVRE-UHFFFAOYSA-N,dichloro(phenyl)arsane,,Phenyldichloroarsine,,,,,696-28-6,211-791-9,compound:CID12762,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
UDHXJZHVNHGCEC-UHFFFAOYSA-N,"2-[2-(4-chlorophenyl)-2-phenylacetyl]indene-1,3-dione",chloorfacinon,,,clfcnn,,,3691-35-8,,compound:CID19402,conceptscheme:chemische_stof,,status:todo
UDIPTWFVPPPURJ-UHFFFAOYSA-M,Sodium N-cyclohexylsulfamate,natriumcyclamaat,,,Naccmt,,,61373-78-2|53170-91-5|139-05-9,,compound:CID8751,conceptscheme:chemische_stof,,status:todo
UDKVBVICMUEIKS-UHFFFAOYSA-N,"4-[(6-chloro-2-methoxyacridin-9-yl)azaniumyl]pentyl-diethylazanium;dichloride|4-N-(6-chloro-2-methoxyacridin-9-yl)-1-N,1-N-diethylpentane-1,4-diamine;dihydrochloride|4-N-(6-chloro-2-methoxyacridin-9-yl)-1-N,1-N-diethylpentane-1,4-diamine;hydron;dichloride",,"4-[(6-Chloro-2-methoxyacridin-9-yl)azaniumyl]pentyl-diethylazanium;dichloride|4-N-(6-chloro-2-methoxyacridin-9-yl)-1-N,1-N-diethylpentane-1,4-diamine;hydron;dichloride|Quinacrine Hydrochloride",,,,,69-05-6,200-700-8,compound:CID22527|compound:CID6239|compound:CID92031060,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
UDMAVAHFQCVSSE-UHFFFAOYSA-J,azane;tin(4+);tetrachloride;dihydrochloride|diazanium;tetrachlorostannane;dichloride|diazanium;tin(4+);hexachloride,,Ammonium hexachlorostannate|Azane;tin(4+);tetrachloride;dihydrochloride|Diazanium;tetrachlorostannane;dichloride,,,,,16960-53-5,241-033-2,compound:CID121233083|compound:CID131667333|compound:CID167595,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
UDMZPLROONOSEF-UHFFFAOYSA-N,"1,2,4,5-tetrachloro-3-(2,4,5-trichlorophenyl)benzene","2,2',3,4',5,5',6-heptachloorbifenyl",,,PCB187,,,52663-68-0,,compound:CID40475,conceptscheme:chemische_stof,,status:todo
UDPGUMQDCGORJQ-UHFFFAOYSA-N,2-Chloroethylphosphonic acid,ethefon,,,etfn,,,16672-87-0|82375-49-3|73020-07-2,,compound:CID27982,conceptscheme:chemische_stof,,status:todo
UDRRLPGVCZOTQW-UHFFFAOYSA-N,bismuth;lead,,Bismuth;lead,,,,,12048-28-1,234-980-8,compound:CID6336552,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
UDWBMXSQHOHKOI-UHFFFAOYSA-N,"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10-henicosafluoro-10-iododecane",,Perfluorodecyl iodide,,,,,423-62-1,207-030-5,compound:CID67920,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
UEBFLTZXUXZPJO-UHFFFAOYSA-N,1-methylimidazole-2-carbaldehyde,1-methyl-1h-imidazool-2-carbaldehyde,,1-methyl-1H-imidazool-2-carbaldehyde,1C1y1Himdz2c,,,13750-81-7,,compound:CID139575,conceptscheme:chemische_stof,,status:todo
UEHLXXJAWYWUGI-UHFFFAOYSA-M,"(3-methyl-6-nitro-2-oxidophenyl)mercury(1+)|5-methyl-2-nitro-7-oxa-8-mercurabicyclo[4.2.0]octa-1,3,5-triene",,CID 9950360|Nitromersol,,,,,133-58-4,205-112-5,compound:CID101633786|compound:CID16682935|compound:CID9950360,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
UELITFHSCLAHKR-UHFFFAOYSA-N,"S-Methyl 1,2,3-benzothiadiazole-7-carbothioate",acibenzolar-S-methyl,,acibenzolar-s-methyl,acbzlSC1y,,,135158-54-2,,compound:CID86412,conceptscheme:chemische_stof,,status:todo
UEMBNLWZFIWQFL-UHFFFAOYSA-N,"3,5-DINITROPHENOL","3,5-dinitrofenol",,,35DNO2Fol,,,586-11-8,,compound:CID11459,conceptscheme:chemische_stof,,status:todo
UEQDDJASYZLJFL-UHFFFAOYSA-L,diphenoxylead|lead(2+);diphenoxide,,Diphenoxy lead|Lead diphenoxide,,,,,20534-94-5,,compound:CID16687862|compound:CID177135,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
UEQXZDBVFNJKDD-UHFFFAOYSA-N,selanylidenearsenic,,Selanylidenearsenic,,,,,12626-31-2,,compound:CID21888913,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
UETHPMGVZHBAFB-OWOJBTEDSA-N,"['5-nitro-2-[(E)-2-(4-nitro-2-sulfophenyl)ethenyl]benzenesulfonic acid', '5-nitro-2-[2-(4-nitro-2-sulfophenyl)ethenyl]benzenesulfonic acid']","4,4'-dinitrostilbeen-2,2'-disulfonzuur",,,44DNO2sb22Ds,,,128-42-7,,compound:CID5282251,conceptscheme:chemische_stof,,status:todo
UEUDBBQFZIMOQJ-UHFFFAOYSA-K,azane;2-hydroxy-2-oxoacetate;iron(3+)|azane;2-hydroxy-2-oxoacetate;iron(3+);oxalate;oxalic acid|triazanium;iron(3+);oxalate,,Azane;2-hydroxy-2-oxoacetate;iron(3+);oxalate;oxalic acid|CID 131847907|Ferric ammonium oxalate|Triammonium iron(3+) trioxalate,,,,,14221-47-7|2944-67-4,220-952-2|238-090-0,compound:CID122236725|compound:CID131847907|compound:CID26580|compound:CID62468,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
UEYIAABRKWHXJV-UHFFFAOYSA-M,sodium;[4-[(2-amino-2-oxoethyl)amino]phenyl]-hydroxyarsinate|sodium;2-(4-arsonoanilino)ethanimidate,,Sodium;2-(4-arsonoanilino)ethanimidate|Tryparsamide,,,,,554-72-3,209-070-9,compound:CID23665572|compound:CID42616376,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
UFBJCMHMOXMLKC-UHFFFAOYSA-N,"2,4-Dinitrophenol","2,4-dinitrofenol",,,24DNO2Fol,,,51-28-5,,compound:CID1493,conceptscheme:chemische_stof,,status:todo
UFEODZBUAFNAEU-NLRVBDNBSA-N,"1-[2-[6-(2-chlorophenoxy)-5-fluoropyrimidin-4-yl]oxyphenyl]-1-(5,6-dihydro-1,4,2-dioxazin-3-yl)-N-methoxymethanimine",trans-fluoxastrobin,,,tfluoxsbn,,,361377-29-9,,compound:CID11048796,conceptscheme:chemische_stof,,status:todo
UFFBMTHBGFGIHF-UHFFFAOYSA-N,"2,6-Dimethylaniline","2,6-xylidine",,,26xyldne,,,87-62-7,,compound:CID6896,conceptscheme:chemische_stof,,status:todo
UFHFLCQGNIYNRP-JMRXTUGHSA-N,Tritium,tritium,,,H3,,wise:CAS_10028-17-8,10028-17-8,,compound:CID24824,conceptscheme:chemische_stof,,status:todo
UFHLMYOGRXOCSL-UHFFFAOYSA-N,"dipropan-2-yl 2-(1,3-dithiolan-2-ylidene)propanedioate",isoprothiolan,,,iptoln,,,50512-35-1,,compound:CID39681,conceptscheme:chemische_stof,,status:todo
UFJFHJLPPQVMKK-UHFFFAOYSA-N,,,,,,,,11138-47-9,234-390-0,compound:CID6335821,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
UFMZWBIQTDUYBN-UHFFFAOYSA-N,cobalt(2+);dinitrate,,Cobaltous nitrate,,,,,10141-05-6,233-402-1,compound:CID25000,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
UFNIBRDIUNVOMX-UHFFFAOYSA-N,1-chloro-2-(4-chlorophenyl)benzene,,"2,4'-Dichlorobiphenyl",,,,,34883-43-7,684-162-3,compound:CID36982,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
UFNOUKDBUJZYDE-UHFFFAOYSA-N,"2-(4-chlorophenyl)-3-cyclopropyl-1-(1,2,4-triazol-1-yl)butan-2-ol",cyproconazool,,,cypcnzl,,,113096-99-4|94361-06-5,,compound:CID86132,conceptscheme:chemische_stof,,status:todo
UFWIBTONFRDIAS-UHFFFAOYSA-N,NAPHTHALENE,naftaleen ,,naftaleen,Naf,,wise:CAS_91-20-3,72931-45-4|68412-25-9|91-20-3,,compound:CID931,conceptscheme:chemische_stof,,status:todo
UGCNRZFAUBJVPT-UHFFFAOYSA-N,tricyclohexyltin hydrate,cyhexatin,,,cyhxtn,,,13121-70-5,,compound:CID6327054,conceptscheme:chemische_stof,,status:todo
UGCSPKPEHQEOSR-UHFFFAOYSA-N,"1,1,2,2-Tetrachloro-1,2-difluoroethane","1,1,2,2-tetrachloor-1,2-difluorethaan",,,CFK112,,,76-12-0,,compound:CID6427,conceptscheme:chemische_stof,,status:todo
UGEFCGLPIFEPMQ-UHFFFAOYSA-N,"azane;1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluorohexane-1-sulfonic acid|azanium;1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluorohexane-1-sulfonate",,"1-Hexanesulfonic acid, 1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluoro-, ammonium salt (1:1)|Ammonium perfluorohexane-1-sulfonate",,,,,68259-08-5,269-511-6,compound:CID109947|compound:CID73556409,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
UGFAIRIUMAVXCW-UHFFFAOYSA-N,carbon monoxide,koolstofmonoxide,,koolmonoxide|koolstofmonoxide (CO),CO,,,192819-80-0|153929-54-5|167416-30-0|18421-60-8|82063-46-5|155399-52-3|162342-48-5|630-08-0,,compound:CID281,conceptscheme:chemische_stof,,status:todo
UGJMXCAKCUNAIE-UHFFFAOYSA-N,2-[1-(aminomethyl)cyclohexyl]acetic acid,gabapentine,,,gabptne,,,60142-96-3,,compound:CID3446,conceptscheme:chemische_stof,,status:todo
UGNANEGDDBXEAS-UHFFFAOYSA-L,dichloronickel;dihydrate,,Dichloronickel;dihydrate,,,,,17638-48-1,,compound:CID10942802,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
UGNWTBMOAKPKBL-UHFFFAOYSA-N,"2,3,5,6-tetrachlorocyclohexa-2,5-diene-1,4-dione",chloranil,,,chloranl,,,142655-99-0|118-75-2,,compound:CID8371,conceptscheme:chemische_stof,,status:todo
UGPWRRVOLLMHSC-UHFFFAOYSA-N,2-[3-(2-hydroxypropan-2-yl)phenyl]propan-2-ol,"alfa,alfa'-dihydroxy-1,3-diisopropylbenzeen",,,aaDHOxDiC3yB,,,1999-85-5,,compound:CID74816,conceptscheme:chemische_stof,,status:todo
UGQQAJOWXNCOPY-MXYLTYEXSA-N,"(1R,2R,5S,6S,9R,10R,13S,14S)-1,6,7,8,9,14,15,16,17,17,18,18-dodecachloropentacyclo[12.2.1.16,9.02,13.05,10]octadeca-7,15-diene",,"Dodecachloropentacyclooctadecadiene, syn-",,,,,135821-03-3,,compound:CID14178853,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
UGQQAJOWXNCOPY-UHFFFAOYSA-N,"1,6,7,8,9,14,15,16,17,17,18,18-dodecachloropentacyclo[12.2.1.16,9.02,13.05,10]octadeca-7,15-diene",,Dechlorane Plus,,,,,13560-89-9,236-948-9,compound:CID26111,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
UGQQAJOWXNCOPY-VBCJEVMVSA-N,"(1R,2R,5R,6R,9S,10S,13S,14S)-1,6,7,8,9,14,15,16,17,17,18,18-dodecachloropentacyclo[12.2.1.16,9.02,13.05,10]octadeca-7,15-diene",,"Dodecachloropentacyclooctadecadiene, anti-",,,,,135821-74-8,,compound:CID14178854,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
UGYZDRNYHSBEDB-UHFFFAOYSA-L,hydrogen arsorate;manganese(2+),,Manganese arsenate,,,,,7784-38-5,232-063-7,compound:CID14205366,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
UHCLFIWDCYOTOL-UHFFFAOYSA-N,"1,2,4,5-tetrachloro-3-(2,5-dichlorophenyl)benzene","2,2',3,5,5',6-hexachloorbifenyl",,,PCB151,,,52663-63-5,,compound:CID40471,conceptscheme:chemische_stof,,status:todo
UHFFVFAKEGKNAQ-UHFFFAOYSA-N,2-benzyl-2-(dimethylamino)-1-(4-morpholin-4-ylphenyl)butan-1-one,,2-Benzyl-2-(dimethylamino)-1-(4-(morpholin-4-yl)phenyl)butan-1-one,,,,,119313-12-1,404-360-3,compound:CID86171,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
UHFPYSDLCDSLDC-UHFFFAOYSA-N,"1,1,1,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12-tetracosafluoro-12-iodo-2-(trifluoromethyl)dodecane",,"1,1,1,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12-Tetracosafluoro-12-iodo-2-(trifluoromethyl)dodecane",,,,,3248-61-1,221-829-6,compound:CID76736,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
UHFZINPMKCNPQL-UHFFFAOYSA-M,chloro(pentyl)mercury,,"Mercury, chloropentyl-",,,,,544-15-0,,compound:CID10995,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
UHGULLIUJBCTEF-UHFFFAOYSA-N,"1,3-benzothiazol-2-amine",2-aminobenzothiazool,,,2Aobztzl,,,120045-46-7|136-95-8|35858-53-8,,compound:CID8706,conceptscheme:chemische_stof,,status:todo
UHHHTIKWXBRCLT-VDBOFHIQSA-N,"(4S,4aR,5S,5aR,6R,12aR)-4-(dimethylamino)-1,5,10,11,12a-pentahydroxy-6-methyl-3,12-dioxo-4a,5,5a,6-tetrahydro-4H-tetracene-2-carboxamide;ethanol;hydrate;dihydrochloride",doxycycline hyclaat,,,doxccnhct,,,62149-53-5|24390-14-5,,compound:CID5463942,conceptscheme:chemische_stof,,status:todo
UHJVLUYSDYOULM-UHFFFAOYSA-N,,,,,,,,3081-01-4,221-374-3,compound:CID92190  ,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
UHKGEKGQZWKEOY-UHFFFAOYSA-N,6-methylheptanoic acid;7-methyloctanoic acid;nickel,,(isononanoato-O)(isooctanoato-O)nickel,,,,,85508-46-9,287-471-8,compound:CID119057958,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
